barcode,energy,sodium,sugars,fat,
20001957,596,0.039370079,4.3,10,
20002053,382,0.06,15,1.3,
20002183,410,0.295275591,2.8,4.5,
20002251,1117,1.141732283,1,21,
20002268,1050,0.236220472,1.2,19,
20002336,1612,0.31496063,0.1,29.5,
20002398,1492,0.818897638,0,30,
20002930,1614,0.8,54.6,9.3,
20002961,1565,0.125984252,76.7,3,
20003005,3,0.003937008,0.1,0.1,
20003012,3,0.003937008,0.1,0.1,
20003142,1465,0.01,1.5,1.3,
20003166,1558,0.003937008,0.7,7,
20003234,1142,0.03,19.8,5.3,
20003333,366,17.63779528,0,0.1,
20003371,1358,0.015748031,65.1,0.9,
20003418,2557,0.003937008,5.6,53,
20003432,2570,0.027559055,5.5,54.8,
20003463,1483,0,3.2,1.2,
20003470,1483,0,3.2,1.2,
20003500,1553,0.019685039,2.5,3.2,
20003517,1553,0.02,2.5,3.2,
20003548,2330,0.059055118,50.1,35.6,
20003555,2382,0.078740157,56.9,36.4,
20003937,352,0.551181102,5.1,4.3,
20004002,267,0.051181102,4.8,3.5,
20004064,259,0.023622047,13.9,0.2,
20004071,2308,0.79,7.3,39.2,
20004088,82,0.275590551,0.1,0.5,
20004101,76,0.248031496,0.1,0.4,
20004125,477,0.157480315,15.9,0.2,
20004132,95,0.047244094,3.2,0.1,
20004162,320,0.011811024,15.9,0.1,
20004217,102,0.334645669,0.5,0.1,
20004248,367,0.267716535,0.3,0.6,
20004354,147,0.71,7.1,0.1,
20004361,148,0.484251969,5.4,0.3,
20004453,365.5,0.039370079,8.6,0.1,
20005320,553,0.11023622,10.2,7.5,
20005382,2304,0.070866142,24,31,
20005436,2022,0.039370079,55.7,19.9,
20005535,2230,0.18503937,36.4,29.4,
20005559,1595,0.114173228,52.7,11.2,
20005566,1624,0.1,49.4,10.8,
20005573,1605,0.094488189,47,11.3,
20005719,2711,0.748031496,6.1,53.9,
20005726,2124,0.015748031,32.2,35.4,
20005733,2979,0.007874016,3,69.1,
20005771,2397,0.08,40.2,40.1,
20005788,2404,0.12,45.3,37.8,
20005795,2473,0.07,38.7,41.7,
20005801,2313,0.1,49.8,35.5,
20005818,2487,0.07,37.9,43.4,
20005825,2216,0.1,57.6,29.6,
20005832,2180,0.003937008,47.1,31.8,
20005917,1600,0.047244094,46.2,10,
20006006,1644,0,68.9,0,
20006105,886,0.433070866,3.9,1.8,
20006150,1446,0.492125984,3.5,1.6,
20006174,1608,0.641732283,5.2,3.5,
20006228,1118,0.492125984,4,3.8,
20006303,1802,0.385826772,29.8,23.3,
20006888,1118,0.492125984,4,3.8,
20007337,147,0.708661417,7.1,0.1,
20007687,411,0.188976378,13.5,0.4,
20007973,186,0.003937008,9,0.2,
20007997,162,0.01,9.1,0.01,
20008017,177,0.01,9.5,0.03,
20008024,219,0.003937008,10.5,0.5,
20008062,209,0.00787,0,0.2,
20008067,1565,0.61,76.7,3,
20008093,186,0.003937008,9.1,0.1,
20008116,305,0.007874016,16.9,0.1,
20008185,477,0.157480315,15.9,0.2,
20008512,564,0.059055118,0.5,3.4,
20008574,1640,0.2,34.2,3,
20008697,1174,1.45,5,23,
20008727,1455,0,0,0.5,
20008826,1239,0.275590551,2.1,28.1,
20008895,484,0,22.6,0,
20009373,1603,1.279527559,34.9,14.6,
20009380,169,0.1,9.5,0.1,
20009595,252,0.590551181,1.3,0.6,
20009687,411,0.188976378,13.5,0.4,
20009717,157,0.098425197,2.3,0,
20009816,1005,0.472440945,2.9,23.5,
20009847,275,0.4,5.6,0.5,
20009878,222,0.05,0.4,0.3,
20009885,1039,0.31496063,3,24.5,
20010300,991,0.531496063,3,22.5,
20010373,1640,0.26,29.4,4,
20010700,991,0.531496063,3,22.5,
20010729,1172,0.019685039,1.9,29.7,
20011703,493,0.116,8.8,3.8,
20012151,1506,0.1,5,1.8,
20012168,1197,0.003937008,2.2,1,
20012205,498,0.25,0.1,9,
20012212,1622,0.031496063,2.6,4.2,
20012328,1092,0.787401575,0.9,23,
20012335,1075,0.787401575,0.5,22.5,
20012540,986,2.165354331,0.8,17,
20012588,1265,1.377952756,0.9,25,
20012595,418,0.9,0.9,2,
20012700,971,1.968503937,0.4,0,
20012816,1185,0.905511811,0.2,26,
20012823,1035,0.866141732,0.5,22,
20012878,1182,0.748031496,1,25,
20012946,1165,0.748031496,1,25,
20013066,1224,0.748031496,0.4,22,
20013547,638,0.125984252,0.5,11,
20013592,3464,0,0,92,
20013639,2960,0.078740157,0,80,
20014230,2,0,0,0.1,
20014254,1335,0.62992126,0.3,24,
20014384,2602,0.393700787,5.4,50.3,
20014919,964,0.2,53.9,0,
20015145,1293,1,1,28,
20015190,354,0.4166,19.7,0.2,
20015374,3404,0,0,92,
20015480,418,0.984251969,0.9,2,
20015770,179,0.01,9.8,0.2,
20016050,2674,0.393700787,4.7,55.8,
20017552,677,0.75984252,0.1,5.7,
20017743,290,0.039370079,4.7,4,
20018171,193,0.05,4.8,1.5,
20018375,478,0.334645669,3.2,1.5,
20018528,962,0.6,1.1,13,
20018917,85,0.551181102,3.8,0.1,
20019754,1120,0.551181102,0.1,22,
20019907,113,0.000393701,2,0.005,
20020002,1474,0.00394,1,0.9,
20020026,1487,0.003937008,1,0.8,
20020378,1276,0.118110236,75,0,
20020408,1394,0.1,79,0.1,
20020422,1360,0.1,78,0.1,
20020491,329,0.04,13,1.9,
20020569,670,0.062992126,20.7,5.9,
20020620,1319,0.08,13.5,19.2,
20020644,1189,0.118110236,18,11.8,
20020729,1172,0.019685039,1.9,29.7,
20020736,709,0.031496063,5,15.4,
20020965,1987,1.57480315,0.3,43,
20021030,553,0.748031496,0.5,5,
20021061,473,0.96,0.2,1.9,
20021078,440,0.9,1,1.9,
20021139,1514,1.57480315,2.1,29,
20021153,1069,1.181102362,1,20,
20021160,544,0.748031496,1,5,
20021177,1149,1.023622047,0.8,25,
20021320,1711,0.456692913,0.2,39,
20021382,486,0.850393701,1.1,4.4,
20021405,460,0.614173228,0.7,8.8,
20021467,957,0.590551181,3,19,
20021528,473,0.724409449,0.8,6.7,
20021610,878,0.06,0,15,
20021689,1231,0.677,0.5,27.3,
20021917,1899,1.653543307,2.5,38,
20021979,190,0.05,4.8,1.5,
20022297,2132,0.49,34.5,27,
20022365,1828,0,0,14,
20022464,2365,0.003937008,27,42,
20022471,2276,0.003937008,45.6,35,
20022648,1468,0.531496063,30.7,12,
20022686,1824,0.334645669,10.3,23.4,
20022921,1499,0.003937008,2.5,1.9,
20022938,312,0,17,0.1,
20022945,283,0.1,15,0.2,
20022952,0,0.012,0,0,
20023010,190,0,10.9,0.1,
20023027,17,0,0.8,0.1,
20023140,183,0.01,10.7,0.01,
20023218,250,0.44,5.4,2.9,
20023263,675,0.33,3.9,6.6,
20023416,1099,0.57480315,3.4,13.5,
20023522,1372,0.704724409,1.2,22.4,
20023553,818,0.551181102,3.4,7,
20023591,400,0.885826772,2,2,
20023716,2121,0.275590551,24.5,25.4,
20023751,325,0.196850394,5.5,5,
20023775,749,0.472440945,5.3,7.1,
20023782,542,0,0,12,
20023898,920,0.551181102,0.1,15,
20023904,338,0.354330709,0.4,3,
20023911,398,0.433070866,2.2,2.6,
20023928,409,0.354330709,1.7,3.4,
20023959,435,0.354330709,0.6,4.6,
20023966,477,0.31496063,0.6,4.7,
20024161,1718,0.48,7,8,
20024444,226,0.011811024,10,0.5,
20024451,319,0.039370079,0.5,0.2,
20024581,1612,0.393700787,0.1,29.5,
20024642,1126,0.590551181,0.5,21,
20024666,1100,0.5,0.5,21,
20024697,1183,0.590551181,0.1,23,
20024710,1479,0.62992126,0.1,31,
20024796,1453,0.708661417,1,31,
20024840,1496,1.452755906,0,31.7,
20024901,1282,0.708661417,0.5,25,
20024918,1038,0.551181102,1.5,20,
20024925,1319,0.582677165,0,26,
20024932,1289,0.5,2,30,
20025007,125,0.003937008,6,0.1,
20025557,1274,0.866141732,4.2,27,
20025564,1026,0.826771654,3.6,21,
20025571,1574,0.669291339,2.2,36,
20025847,1893,0.244094488,33,23,
20025953,1203,0.031496063,11.1,26.3,
20026370,587,0.476377953,1.5,6.8,
20026394,597,0.433070866,2.6,7,
20026578,2245,0.173228346,33.5,30.6,
20026752,65,2.165354331,0.6,0.8,
20026776,197,0.01,10.5,0.1,
20026820,3404,0,0,92,
20027087,1506,0.1,5,1.8,
20027155,494,0.228346457,1.2,2.4,
20029838,2296,0.086614173,50.6,34.1,
20030032,1506,0,52,9.4,
20030049,2116,0.1,36,25,
20030162,435,0.984251969,0.9,2,
20030285,2364,0.1,51.7,36.5,
20031077,2022,0.255905512,36,18.8,
20031244,1990,0.078740157,48,23,
20032036,3378,0,0,91.3,
20032432,3393,0.003937008,0.5,91.6,
20033330,735,1.6,0,19,
20033347,660,1.6,0,17,
20033354,589,1.3,0.1,15,
20033378,634,1.57480315,0.1,16,
20033415,2,0.01,0.1,0.01,
20033484,972,0.098425197,0,18,
20033491,669,0.098425197,0,9.8,
20034177,1793,0.118110236,33.6,14.1,
20034184,1840,0.078740157,74,10.2,
20034658,808,1.181102362,0,0,
20034771,340,0.543307087,9.1,3.6,
20034801,1292,0.118110236,73,0.1,
20035143,759,0.62992126,0.5,16,
20035174,1454,0.118110236,0.1,1,
20035259,1592,0.011811024,0.2,1.8,
20035303,67,1.07,1.1,0.2,
20035716,1517,0.003937008,2.8,1.3,
20035730,1483,0.003937008,3.2,1.2,
20035914,2234,0,0,30,
20035938,562,1.6666,0,14,
20036157,1650,0.114173228,33.6,10.9,
20036232,1634,0.019685039,50.1,12.9,
20036409,1553,0.019685039,2.5,3.2,
20036768,269,0,4.8,3.6,
20036980,1193,0.905511811,0.6,26,
20037062,690,0.885826772,0.1,17.5,
20037154,188,0.413385827,4.4,1.2,
20037161,259,0.472440945,3.9,3.5,
20037307,1441,0.826771654,1.1,35,
20037710,1523,0.177165354,32.4,12.3,
20037970,317,0.885826772,1,1,
20038106,1694,0.228346457,27.1,19.3,
20039295,1362,1.7,0.1,26,
20039349,360,0.08,13,1.3,
20039400,417,0.070866142,13.6,2.8,
20039417,399,0.059055118,12.8,2.8,
20039547,1209,0.031496063,3.4,30,
20039639,380,0.043307087,12.9,3,
20039837,1576,0,53,10,
20039882,163,0.464566929,6.9,0.3,
20039987,192,0.35,8.1,0.1,
20040130,965,5.622047244,0,12.8,
20040482,201,0.342519646,3.2,0,
20041304,157,0.31496063,1.9,2.2,
20041328,1778,2.047244094,2.6,35.7,
20041588,753,0,43.2,0,
20041601,753,0,42.8,0,
20042387,1820,0.307086614,21,10,
20042400,2133,0.192913386,31,26,
20042431,2087,1.8,3.8,23,
20042844,675,0,0,11,
20042905,1866,0.236220472,24,12,
20043384,410,0.53,0.1,4.5,
20043391,827,0.5,0,16.5,
20043759,1266,0.307086614,8.7,15.4,
20043896,1040,0.031496063,31.8,0.3,
20043933,1506,0.1,5,1.8,
20044268,0,39.34251969,0,0,
20044800,186,0,10.5,0.1,
20044916,138,0.01,8.2,0,
20045371,620,0.267716535,0.4,6.3,
20045388,620,0.25984252,0.3,6.3,
20045685,2184,1.653543307,1,45.8,
20045692,2104,1.732283465,2,42.2,
20045715,2162,1.968503937,1,44.2,
20045852,2055,0.720472441,2.8,24,
20045869,1872,1.429133858,5.6,18,
20046354,180,0.003937008,10.4,0.1,
20046408,1128,0.051181102,26.1,12.4,
20046750,435,0.047244094,0,1,
20046828,1449,0.472440945,0,27,
20046897,758,0.031496063,16.5,11.3,
20046996,1586,0.275590551,0,0,
20047009,2307,0.078740157,56.2,32.9,
20047031,437,0.28,1.1,1.3,
20047139,190,0,10.9,0.1,
20047146,176,0,10.3,0.1,
20047214,1376,0.551181102,0.1,24.5,
20047238,2617,0,5,56.5,
20047252,231,0.393700787,12.1,0.1,
20047559,754,0.059055118,4.8,15,
20047573,1443,0.787401575,0,27.9,
20047696,365,0.07480315,16.1,0.1,
20047900,588,0.472440945,0.5,5,
20048059,1645,0.362204724,2.7,21.5,
20048228,1960,0,37,25,
20048242,342,0.039370079,2.5,0.3,
20048402,469,1,1.3,2,
20049997,1573,0.031496063,3,3.7,
20050733,2084,0,0,26,
20050764,2020,0.29,18.6,19.1,
20050801,1163,0.748031496,0.5,22,
20050931,1046,0.570866142,1.5,0,
20052713,2665,0.007874016,4.4,56,
20053413,729,0.669,0.7,14,
20053574,470,0.45,1.3,5.4,
20054748,1759,1.196850394,7.1,10.5,
20054793,2575,0.393700787,5.4,50.3,
20054830,1504,0.003937008,0.2,0.4,
20054922,1435,0.1,47,0.1,
20055363,1098,0.267716535,4.1,4.2,
20055813,435,0.984251969,0.9,2,
20055837,881,0.787401575,0.5,13,
20056124,1178,0.830708661,1.1,18.4,
20056131,1063,2.3,1.2,14.9,
20056247,824,1.3,0,20,
20056629,1905,0.039370079,65.3,14.6,
20057459,2085,0.1,36,21,
20058593,2151,0.098425197,36.2,26.9,
20058623,2093,0.208661417,26.7,24.9,
20058773,2602,0.007874016,4.4,56,
20059330,2.4,0.531496063,0.1,0,
20060039,810,0.578740157,3.7,8.4,
20060237,934,0.590551181,2,16,
20060497,637,0.1,0.1,0.1,
20060503,635,0,0.1,0.1,
20060510,637,0.1,0.1,0.1,
20060886,627,1,0.1,16,
20061166,1192,0.255905512,31.2,0,
20061173,1942,0.255905512,30.7,24.9,
20061210,1300,0.590551181,0.6,28,
20061272,1116,0.55,3,4,
20062156,972,0.051181102,0,18,
20062576,186,0.003937008,9.1,0.5,
20062774,112,1,1.6,0.1,
20062804,318,0.649606299,0,3.8,
20063757,1464,0,3.2,1.2,
20064402,1248,1.38,1,25,
20064549,298,0.011811024,15,0.1,
20064570,1979,0.866141732,3.4,21,
20064716,1129,0.748031496,0,18.8,
20065171,159,0.94488189,0.8,0.3,
20065478,1507,0.405511811,11,12.5,
20065485,1644,0.393700787,13,14.5,
20065607,446,0.433070866,0.4,6,
20065645,442,0.354330709,0.4,4,
20066055,143,0.05,4.8,0.2,
20066178,601,0.051181102,14.2,7,
20066778,702,0.031496063,18.8,7.7,
20067250,1598,0.01,34,1.5,
20067267,1597,0.287401575,29.6,0.3,
20067274,1617,0.267716535,28.8,2.1,
20067397,157,0.047244094,4,0.6,
20067854,433,0.039370079,0,1.1,
20067878,1116,0.492125984,4,4,
20068059,1573,0.43,3,20.3,
20068066,1653,0.377952756,0.8,23.4,
20068073,1519,0.57480315,0.5,0,
20068110,1537,0.031496063,0.5,20.7,
20068172,188,0.37,3,2.1,
20068189,229,0.36,3.5,2.7,
20068196,363,0.27,3.4,5.3,
20068295,130,0,7.5,0.1,
20068509,200,0.01,10.5,0.1,
20069018,971,0.326771654,0.4,7,
20069230,1014,0.539370079,3.1,8.9,
20069346,1527,0.228,20.3,18,
20069452,1150,0.06,0,23,
20069483,2125,0.984251969,4.8,28,
20069490,1500,0.755905512,2.5,35.9,
20069865,967,0.570866142,2.7,1.5,
20069872,968,0.6,1.6,0.9,
20069933,3058,0.011811024,0.8,82,
20069957,220,0.01,11.2,0.1,
20069971,1212,0.984251969,0.1,25.6,
20070199,477,0.748031496,0.7,3,
20070281,2247,0.031496063,53,31,
20070472,1988,0.279527559,15.2,28.6,
20070519,136,0.3,1.4,1.2,
20071080,2138,0.688976378,4.5,26.3,
20071097,2140,0.688976378,4.5,27,
20071110,1565,0.346456693,14.5,16,
20071240,596,0.582677165,0.8,11.6,
20071530,848,0.511811024,0.8,8.7,
20071721,1410,0.070866142,31.3,21.2,
20071936,1767,0.019685039,26.1,12.5,
20071943,1417,0.039370079,24.5,4.4,
20072353,190,0.1,10.1,0.1,
20072445,840,0.527559055,3.2,5.6,
20072599,149,0.031496063,0.5,1.2,
20073107,1359,1.6,3,25,
20073138,987,1.968503937,1,8,
20073268,1462,0.1,49,0,
20073305,687,1.01,0.3,7.9,
20076191,1139,0.787401575,1.5,21.5,
20076436,475,0.787401575,0.9,2.6,
20076856,1724,0.188976378,54.7,13.6,
20077310,2276,0.6,0.5,34,
20077327,2251,0.661417323,2.2,34,
20077365,664,0.8,0.1,11.5,
20077495,2025,0.196850394,44,23,
20078171,195,0.051181102,4.8,1.6,
20078777,200,0.051181102,5,1.5,
20079901,894,0.74015748,0.5,14.5,
20079949,714,2.5,0,18.2,
20080143,254,0.003937008,11.2,0.4,
20080174,255,0.003937008,11.8,0.4,
20080181,2209,0.07,47.6,32.9,
20080211,2102,0.267716535,36,25,
20080631,738,0.377,4.2,8.1,
20080655,1902,0.1,29.5,17.3,
20080662,1798,0.08,31.3,13.7,
20080686,1637,0.14,29.6,7.4,
20080709,1755,0.157480315,1.1,17.6,
20080990,2280,0.68503937,1.4,35,
20081065,1841,0.003937008,66,13.2,
20081232,2037,0.1,36,20,
20081324,908,0.645669291,2.8,11.9,
20081683,684,0.04,15.2,10.3,
20081942,536,0.350393701,2.6,4,
20082185,1074,0.492125984,4,5,
20082468,1441,0.468503937,7.1,34.3,
20082482,1178,0.354330709,2.3,27,
20082529,1480,0.405511811,2.8,33.6,
20082703,1566,0.196850394,0.1,29,
20082710,242,0.003937008,13,0.1,
20083014,620,0.267716535,0.3,6.3,
20083304,67,1.05511811,1.1,0.2,
20083311,1489,0.433070866,37,10,
20083328,1826,0.433070866,38,20,
20083601,286,0.03,7.3,0.2,
20083618,136,0,1.2,0.1,
20083847,977,2.165354331,0.8,14,
20083960,1615,0.267716535,26.9,4,
20083984,1624,0.255905512,25,1.5,
20084073,1414,0.07480315,71,0.5,
20084103,2119,0.039370079,34.9,26.9,
20084134,2061,0.3,34,23,
20084349,2225,0.066929134,58.3,29.6,
20084790,2065,0.01,33,27,
20085018,997,0.645669291,2.7,11.6,
20085117,141,0,0,1.2,
20085179,468,0.06,0,3,
20085384,312,0.05,12.8,0.8,
20085391,328,0.059055118,13.1,0.9,
20085520,774,0.590551181,0.9,14.4,
20085551,2357,0.472440945,1.2,60.2,
20085643,1845,0.38,27.1,23,
20085964,270,0.043307087,4.6,3.6,
20086497,1517,0.003937008,2.8,1.3,
20087487,971,1.968503937,1,12,
20087630,1742,0.393700787,7,22,
20087944,1283,0.01,75,0.1,
20088057,2328,0.149606299,49,36,
20088415,1239,0.484251969,2.9,9.8,
20088637,1265,0.641732283,0,25,
20089566,2330,0.059055118,50.1,35.6,
20089986,1934,0.25,29,18,
20091170,2204,0.118110236,51.5,29.6,
20091187,2213,0.118110236,50.6,29.8,
20091330,2365,0.1,51.8,36.5,
20092160,423,0.2,1.2,6,
20092733,1986,0.448818898,0.9,50,
20092924,2251,0.700787402,3.3,34,
20093273,211,0.003937008,11.4,0.03,
20093709,2011,0.492125984,30,19,
20093716,2144,0.304,26,25,
20094508,1009,0.551181102,3,23,
20094546,980,0.531496063,3,22.5,
20094584,1446,1.480314961,0.6,29.7,
20094614,494,0.051181102,12.3,3.8,
20094638,467,0.051181102,15.3,3,
20094645,550,0.06,18.3,3.4,
20094805,947,0.307086614,2,4.6,
20095000,2244,0.7,0.5,34,
20095291,2278,0.011811024,27.9,40.3,
20095314,2366,0,0,39.2,
20095321,2128,0,0,40,
20095918,1945,1.094488189,12.8,12.4,
20096571,2240,0.5,0.9,56.1,
20097776,689,0.3,1.5,8.5,
20098025,1420,0.669291339,0.3,25.8,
20098742,1183,0.68,0.5,22,
20098797,1047,1.771653543,0.5,14,
20099244,454,0.039370079,0,1.7,
20099930,2147,0.1,40.7,27.7,
20100940,2061,0.3,34,23,
20101176,576,0.07480315,19.7,3.7,
20101268,1896,0.177165354,36,15,
20101404,1277,0.88976378,0,23.3,
20101831,774,0.5,4.8,12.2,
20103491,1239,0.5,3.7,17.6,
20103590,181,0.299212598,1,0.5,
20103637,322,0.039370079,16.6,0.2,
20103644,865,0.059055118,2.1,21,
20103699,1546,0.169291339,1.7,1,
20103767,2377,0.846456693,53.5,30.4,
20104214,1536,0.149606299,8.7,87,
20105440,800,0.748031496,3,13,
20106065,155,0.051181102,4.8,0.5,
20106911,899,0,0,9.7,
20107260,1145,0.748031496,1,24,
20107868,1937,0.16,36,16.5,
20108144,3358,0.015,0,90.6,
20108618,156,0.511811024,4.8,0.5,
20108663,186,0.003937008,9,0.2,
20108908,157,0.011811024,1.4,0.9,
20109622,359,0.05511811,13,1.3,
20109646,413,0.05511811,16.3,1.3,
20111274,1160,0.67,2.1,24.5,
20111298,1743,0.62992126,2.1,41,
20111403,1883,0.04,10.5,54,
20111410,1817,0.62992126,51,11,
20111519,329,0.059055118,13.2,0.9,
20113087,824,0.63,2.5,4.7,
20113469,2021,0.157480315,35.6,20.2,
20113520,2344,0.06,50,36,
20113687,2152,0.118110236,26,28,
20113807,413,0.007874016,21.8,0.2,
20114008,866,0.086614173,0,0,
20114138,1755,0.704724409,3.1,43.2,
20114671,1017,0,0,0.1,
20114701,1004,0.011811024,57,0,
20114794,1871,0.92519685,3.2,13.5,
20114985,1483,0.003937008,1.2,1.2,
20115005,1483,0,3.2,1.2,
20115685,1512,0.590551181,3.1,1.6,
20116408,432,1.1,21.1,0.1,
20116705,2050,0.09,24.8,24.2,
20116859,1418,0.448818898,16,9.6,
20117122,318,0.07,0,0.6,
20118358,1319,0.492125984,2.3,19.3,
20118761,3151,0.5,4.2,77.8,
20119676,1399,0.492125984,1.3,8,
20119751,1290,0.05,3.2,32,
20121389,766,0.051181102,0,11.8,
20121617,1220,0.669291339,0.5,24,
20121860,1709,0.255905512,12,6.8,
20121877,2056,0.748031496,6,22,
20121891,2088,0.25,35,22.2,
20122379,1475,0.590551181,1.1,33,
20122591,1483,0,3.2,1.2,
20122720,186,0.003937008,9.1,0.2,
20122874,1613,0.295275591,36.8,13.7,
20122881,1613,0.31496063,36.8,13.7,
20123316,1552,0.157480315,2.7,8.1,
20123370,1643,0.7,6.1,39.1,
20124571,486,0.492125984,1,6.8,
20124700,638,0.787401575,0,16.3,
20124830,1453,1,4.9,8.4,
20124878,1519,1.1,3.2,10.5,
20125271,2351,0,0,40.2,
20126223,191,0.04,3.7,1.8,
20126230,257,0.05,7.6,1.8,
20126278,2132,0.49,34.5,27,
20126599,929,1.968503937,1,0,
20126612,1729,1.771653543,0.9,35,
20126803,949,0.866141732,2.3,8.4,
20126841,199,0.145669291,2.8,0.2,
20127022,1443,1.141732283,3.2,2.2,
20127060,460,0.05,15.5,3,
20127107,1106,0.551181102,0.1,21,
20127541,2035,0.256,37,22.1,
20128241,1366,0.551181102,1,27,
20128272,1356,0.787401575,0.5,27,
20128609,2008,0,3.5,26.3,
20129125,1695,0,0,4.6,
20129358,252,0.197,4.2,3.4,
20130022,207,0.0433,4.8,2,
20130596,221,0.01,8.3,0.7,
20130619,156,0.039370079,5.8,0.4,
20130626,214,0.039370079,7.2,0.9,
20130732,1327,0.31496063,2,0.3,
20131548,2394,0.1,50.2,37.6,
20131562,2342,0.090551181,41.5,37.9,
20131579,2372,0.098425197,49.9,37.1,
20131968,323,0.295275591,2.8,2.4,
20132170,2032,0.3,32.9,18.7,
20133849,1806,0.06,37.5,10.5,
20133856,1765,0.03,36.2,7.9,
20134327,1280,0.696850394,0.9,20,
20134341,478,0.051181102,15.5,3.7,
20135096,282,0.059055118,4.6,3.5,
20135317,976,0.031496063,2.5,22,
20135539,486,0.464566929,4.4,3.6,
20136213,389,0.039370079,14.5,0.2,
20136307,2253,0.05511811,55.6,31,
20136321,2278,0.08,51.5,32.7,
20137953,465,0.078740157,0,2,
20138189,1710,0.377952756,29.5,9.5,
20139049,3071,0.011811024,0.8,82,
20139100,1266,0.6,0.2,26,
20139124,1615,0.236220472,2,23,
20139131,1082,0.5,3,4.5,
20139315,3082,0.098425197,0.6,82.5,
20139322,2986,0.9,0.8,80,
20139346,3063,0.09,1,82,
20139407,910,0,0,17.5,
20139865,1828,0.366141732,28.8,0,
20140533,1197,1.023622047,0,25,
20141486,534,0.01,7.1,2.4,
20141615,340,0.031496063,7.3,1.8,
20141820,1860,0.137795276,66,15,
20141967,1168,0.728346457,0,20.7,
20141974,1378,0.590551181,0.5,27,
20142384,668,0.188976378,0.5,2.8,
20143077,748,0,0,5.5,
20143282,355,0.63,1,4.1,
20143299,365,0.64,0.5,4,
20143817,2092,0.188976378,35.1,23.8,
20143824,2096,0.14,33.5,24.6,
20143855,79,0.275590551,0.3,0.4,
20144784,1452,0,4.3,1.9,
20145347,3404,0,0,92,
20145859,1338,0.689,0.6,29.7,
20145873,1652,0.649606299,4.4,6.8,
20146085,2273,0.039370079,37.9,33.9,
20146092,2251,0.1,36.6,33.1,
20146146,767,0.059055118,0.5,12,
20146153,1071,0.665354331,2.6,12.1,
20146160,1193,0.602362205,2.5,15.2,
20146177,1473,0.94488189,1.9,22.5,
20146184,890,0.456692913,3.1,7.5,
20146528,1585,1.57480315,0.3,29.5,
20146900,2363,0.14,53.2,35.1,
20147075,844,0.019685039,1.8,21,
20147426,2109,0.464566929,34,26,
20147433,1975,0.362204724,26,19,
20147501,679,0.464566929,2.2,9.1,
20147563,459,0.346456693,1.4,2.5,
20148027,1683,0,99,0,
20148188,147,0.31496063,0.7,1,
20148218,201,0.003937008,10.5,0.1,
20148287,891,0.25984252,31.7,4.3,
20149482,1304,0.106,38,8.9,
20149567,1204,0.748031496,1,26,
20149710,941,0.787401575,1,19,
20149871,2069,0.169291339,32,23,
20149888,2027,0.3,32,23,
20149970,1655,0.503937008,68.3,7.5,
20150624,2586,0.287401575,7,50,
20150631,2695,0.346456693,3.3,55,
20150747,1528,0.007874016,0.2,1.5,
20150907,1431,0.011811024,70.5,1.1,
20150952,563,2,0.4,3,
20151140,1979,0.511811024,1.5,20,
20151591,1510,0.015748031,16.1,7,
20151720,2367,0,0,0,
20151737,2378,0.003937008,28.4,40.6,
20152376,102,0.118110236,3.4,0.1,
20152917,1579,0.350393701,6,0.3,
20152918,1490,0.003937008,0.2,1,
20153045,3,0,0.02,0,
20153120,208,0.708661417,6.9,0.4,
20153229,334,0.157480315,5.6,1.9,
20153465,1462,0.511811024,0,0,
20154035,61,0,1.7,0.5,
20154189,334,0.472440945,12.5,0.9,
20154196,382,0.708661417,14.5,1,
20154349,2357,0.1,47.6,36.5,
20154356,2390,0.15,55.2,36.3,
20154400,2175,0.7,1.8,30,
20154653,1636,0.086614173,32.4,10.8,
20155537,1105,0.830708661,0,17,
20155544,1105,0,0,17,
20155575,3010,1.181102362,0.5,80,
20155605,482,0.039370079,14,4.2,
20155896,387,0.625984252,3.1,6.8,
20155902,556,0.354330709,3.5,11.6,
20157760,857,0.35,0,12.2,
20157777,843.3,0.27,3.27,12.2,
20157937,346,0,0.6,0.2,
20158125,417,0,0,2.2,
20158132,314,0,0,3.3,
20158590,560,0.8,0,15,
20158668,633,0.019685039,0.1,0,
20158774,2202,0.019685039,42.7,33.3,
20158778,316,0.035433071,5.1,3.3,
20159481,360,0.161417323,1.37,5,
20159504,490,0,0,8.5,
20159511,464,0.263779528,2.5,8.8,
20159917,1579,0.385826772,6,0.3,
20160326,2330,0.059055118,50.1,35.6,
20160814,911,0.523622047,3.7,7.5,
20161897,550,0.1,15.3,5.1,
20162610,1477,0.984251969,0.5,0,
20162818,123,0.027559055,5.5,0.5,
20163020,201,0.590551181,5.8,0.9,
20163044,172,0.492125984,4.9,0.8,
20163402,126,0.157480315,4.3,0.1,
20163822,1492,0.1,0.8,0.6,
20163839,3,0,0.1,0,
20163891,3,0,0.02,0,
20164034,133,0.098425197,4.5,0.2,
20164041,143,0.188976378,5.2,0.1,
20164133,202,0.03,2.7,0.2,
20164621,385,0.05511811,14.5,1.4,
20165079,123,0.027559055,5.5,0.5,
20165352,567,0.334645669,3.4,10.2,
20165628,876,0.58,3,4.6,
20165673,243,0.354330709,0.9,2.4,
20165697,477,0.393700787,1.1,5.7,
20165741,187,0,9,0,
20165758,1943,0.189,59.9,19.5,
20165897,127,0.090551181,3.5,0.7,
20166090,465,0.393700787,3,1,
